case_index,rel_dx_um,rel_dy_um,rel_dz_um,rel_axial_um,rel_transverse_um,stt_rx_urad,stt_ry_urad,stt_rz_urad,lct_rx_urad,lct_ry_urad,lct_rz_urad,rel_rx_urad,rel_ry_urad,rel_rz_urad,centerline_angle_x_urad,centerline_angle_y_urad,centerline_angle_z_urad,centerline_angle_magnitude_urad,stt_rotation_angle_x_urad,stt_rotation_angle_y_urad,stt_rotation_angle_z_urad,stt_rotation_angle_magnitude_urad,lct_rotation_angle_x_urad,lct_rotation_angle_y_urad,lct_rotation_angle_z_urad,lct_rotation_angle_magnitude_urad,relative_rotation_angle_x_urad,relative_rotation_angle_y_urad,relative_rotation_angle_z_urad,relative_rotation_angle_magnitude_urad,global_los_angle_x_urad,global_los_angle_y_urad,global_los_angle_z_urad,global_los_angle_magnitude_urad,stt_relative_los_angle_x_urad,stt_relative_los_angle_y_urad,stt_relative_los_angle_z_urad,stt_relative_los_angle_magnitude_urad
21.0,43.73213050712366,-239.480214077048,132.95021494741377,-132.95021494741377,243.4404900033699,-20.085388314328156,-28.468415621318854,-24.596345610916615,-589.1418550163507,-59.73625593469478,-22.14846244896762,-569.0564667020226,-31.267840313375928,2.447883161948994,48.598433421111075,-266.1284301619158,0.03659307523662392,270.5293867058288,28.46816859911182,-20.085738417735225,0.0006069367231020806,34.84068758180787,59.72972814572547,-589.1424820702002,0.1753282676819623,592.1625660274368,31.268535112549785,-569.0563976262437,0.16240146571977476,569.9148225546008,108.32814426787957,-855.2707756536447,0.37161161225984785,862.1038722379743,79.86695631707688,-835.1847000369031,0.35195616887584436,838.9947639211377
22.0,43.475265556480736,-239.71170230652206,125.34784451645464,-125.34784451645464,243.6222463936682,-20.157902326900512,-29.222608645795844,-24.72302548994776,-589.0774773433805,-58.38037031935528,-22.275789888226427,-568.9195750164799,-29.157761673559435,2.4472356017213315,48.312577600780926,-266.3834267890465,0.036647118339949714,270.7290808581649,29.222359454521033,-20.15826355625207,0.0006301509314354803,35.5007307205437,58.37380582204806,-589.0780931249344,0.17521026585143318,591.9632598446116,29.158456236586417,-568.9195085670262,0.1622598245765161,569.6662380712478,106.68636638066094,-855.461383261875,0.3715981484742059,862.0882547766379,77.471021987443,-835.3028075886209,0.35186633173811543,838.8876799746266
23.0,42.6512306148652,-248.231317527825,120.45375535763014,-120.45375535763014,251.8688437948654,-21.352843759814277,-30.82025796175003,-25.556082619004883,-606.070680078119,-55.08980029844679,-23.056281861499883,-584.7178363183048,-24.26954233669676,2.4998007575049996,47.396597824921095,-275.8494832342786,0.03916968815964594,279.8917199311117,30.819985103643017,-21.353237575032423,0.0007029160586924377,37.49442940924097,55.082810025090545,-606.0712776970098,0.18517827193864633,608.569231566587,24.27027179037414,-584.7177726071071,0.1712419744892557,585.221257043347,102.47939044950516,-881.92061118542,0.39414307262397585,887.8547121576631,71.66685797341425,-860.567116047062,0.37285601928171985,863.5461190656459
24.0,42.50660003890516,-255.55387765052728,137.52749731565928,-137.52749731565928,259.0648479224616,-21.98594120272901,-32.0430553983897,-26.173514925176278,-622.2706870175898,-55.92564048129134,-23.687462089583278,-600.2847458148608,-23.88258508290164,2.486052835593,47.23677181375548,-283.99213754216015,0.04144142429218789,287.8938116687297,32.04276766199759,-21.986360534362806,0.0007550694514080192,38.860507060352994,55.91826683123337,-622.2713088438844,0.1951742362171771,624.7787083245474,23.883329816065835,-600.2846800192165,0.18045607153016618,600.7596112496879,103.15502014294461,-906.2632838372575,0.41597713551499993,912.1151779310445,71.1200894253086,-884.2766658157041,0.39350172198471256,887.1320582788125
25.0,43.497534534253646,-257.08812063385267,197.47269874414997,-197.47269874414997,260.7418978254261,-21.39756179531105,-32.538238883716986,-26.153993530897424,-628.7340074777603,-62.28973506949842,-23.752529159537517,-607.3364456824493,-29.751496185781434,2.401464371359907,48.34119863883621,-285.71614553140563,0.04198529446330923,289.77678875845595,32.53795905592263,-21.39798728992882,0.0007582963146290922,38.94345438690375,62.28226390826352,-628.73470535764,0.1995932249476695,631.8120053613234,29.75222360074843,-607.3363725319176,0.18487134922917647,608.0646875205114,110.62344234167847,-914.4506838642188,0.4242288895728308,921.1175816448518,78.09340857604496,-893.0523618112579,0.40182063154592385,896.4603178053623
26.0,41.33725451538339,-253.27012008347083,192.37759789803022,-192.37759789803022,256.6213598630584,-20.72158531518653,-31.728508474770933,-25.70141623436939,-620.2884833328426,-55.29658301384188,-23.26219509996008,-599.5668980176561,-23.56807453907095,2.4392211344093084,45.94010075610811,-281.4713984165607,0.04066832126614628,285.1957941205579,31.728242176647306,-20.721993041734383,0.0007180411820684185,37.89567715771377,55.28936479908519,-620.2890863439146,0.1939077509671705,622.748315531447,23.56880436292466,-599.5668332955871,0.18001795420996558,600.029896027853,101.229447624054,-901.7603250283977,0.4117096270572773,907.4244237740091,69.50889331338783,-881.038082073414,0.3905298705531024,883.7757568033035
27.0,39.1294497603667,-251.6359818400815,172.43818598444705,-172.43818598444705,254.6601287896692,-20.951380065525882,-30.846680601825938,-25.498460672679357,-615.5204609967768,-48.82928260485642,-23.03973633388523,-594.5690809312509,-17.98260200303048,2.458724338794127,43.48549639272473,-279.6491043855676,0.04004730580486893,283.00991145218177,30.846413477377535,-20.951773329816927,0.0006952389774994572,37.28911409622608,48.82218878350528,-615.520984338033,0.19062486222853892,617.454199336334,17.98333188324494,-594.5690237602215,0.17691787779217094,594.8409234751807,92.30766909134714,-895.1699327376065,0.40492503905475985,899.9166151652767,61.46881800743752,-874.2179821053129,0.38401782154195985,876.3763437151397
28.0,39.70761008531554,-254.2465863371035,160.11287652872852,-160.11287652872852,257.3286244527757,-21.824091163580306,-30.782866815570742,-25.796172849368304,-619.8584451340139,-49.28012640448287,-23.30742972844746,-598.0343539704336,-18.49725958891213,2.4887431209208444,44.12741536564959,-282.5464614085374,0.040889866603777136,285.9715573992258,30.78258531585162,-21.824488196037507,0.0007119378420128442,37.7342794253006,49.27289957096068,-619.8589794293923,0.19332650513792515,621.8142592538208,18.498002662182508,-598.0342952709094,0.17899361315354412,598.3203108892956,93.40029837550082,-902.4052808295263,0.4115295380024975,907.2259402186694,62.62540739474334,-880.5806071667786,0.38967214954777063,882.8047051129541
29.0,41.932632484531496,-255.09448460070416,150.2840794387339,-150.2840794387339,258.5179717945769,-22.24381205451209,-30.492899895762093,-25.966946850530803,-621.2227744981647,-54.142838052939624,-23.46003930142615,-598.9789624436526,-23.64993815717753,2.5069075491046533,46.59959325670903,-283.4856416135509,0.0412678163863589,287.29015140226676,30.492611083159364,-22.24420795047701,0.0007123019951649212,37.74392822710532,54.13554758395762,-621.2233692773872,0.19442458487617387,623.5776872600268,23.650687533196137,-598.9788969265599,0.17966755316844996,599.4456388899258,100.735122846292,-904.7088492822606,0.4143229193065423,910.2997676284938,70.25026878385168,-882.4643877233975,0.3918393246538088,885.2561752759674
30.0,43.321029806975275,-248.78032490960322,140.2578088232076,-140.2578088232076,252.52398239704797,-21.428566469694488,-29.37927820312325,-25.413595722056925,-608.2102772779763,-58.14555333927274,-22.92520184710156,-586.7817108082818,-28.76627513614949,2.4883938749553636,48.14197821062914,-276.46565731230453,0.03937545567378464,280.6259249234776,29.37900590502445,-21.42893977921328,0.0006611626801600323,36.36379309187383,58.138578045081935,-608.2109058830723,0.18665031753517525,610.9833060667137,28.767003553373183,-586.7816412630997,0.17257013240623564,587.4863700690057,106.28053808723092,-884.6764119614244,0.3969740322018467,891.0375450322233,76.90896918093618,-863.2471573396523,0.37555539278422145,866.6663972922134
31.0,43.77141249278793,-239.8550495854579,130.16785004538178,-130.16785004538178,243.81628609109822,-20.15114478126634,-28.531478164950386,-24.63569398969412,-589.6470393054187,-59.80780042591505,-22.18750523752533,-569.4958945241524,-31.276322260964662,2.4481887521687895,48.6419361137381,-266.54415140054397,0.03670591197657558,270.94616180106533,28.531229937558837,-20.15149622149208,0.0006100568938904871,34.93012856710755,59.801255521459034,-589.6476682300008,0.17563029686140652,592.6723907953027,31.2770176819188,-569.4958253618868,0.1626518866260085,570.3540540223167,108.44317427604976,-856.1916825748224,0.3724121290238358,863.0319341469186,79.91894154271252,-836.0398485831835,0.35267489506551897,839.8509782314359
32.0,43.50599738245364,-240.07836691453122,122.6587700671189,-122.6587700671189,243.9885121652049,-20.22465741902124,-29.278242436703295,-24.760516680544242,-589.577539358288,-58.43917824677192,-22.312950022751465,-569.3528819392668,-29.160935810068622,2.447566657792777,48.346584350966225,-266.79009137155873,0.03675717319406857,271.13528924219685,29.277992041059676,-20.225019884876072,0.0006331261070968708,35.5844382743354,58.432597216176475,-589.5781567926412,0.17550840103464083,592.46668377592,29.161630994971635,-569.3528154108452,0.16250652778992958,570.0991397454858,106.77916446981017,-856.3681110437192,0.3723841351943591,862.9994968581723,77.50820346334517,-836.1427785954039,0.3525711960161715,839.7274961565555
